Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score,Confidence_Rating,System_Evaluation
IlluminateKinetic97,Technology,Advertising,Medium,208837,30,8,A data-driven Advertising platform targeting medium enterprises.,93.57,1,0.0,0.0,0.0,0.0,0.0,5.55,93.57,Very Strong Potential
LambdaCore24,Education,Freemium,Medium,2371369,16,7,A data-driven Freemium ecosystem targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.65,95.0,Very Strong Potential
TauSync26,E-commerce,Marketplace,Large,170015,19,2,An AI-powered Marketplace infrastructure targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.71,95.0,Very Strong Potential
XiWave11,E-commerce,Advertising,Small,12010,14,8,A next-generation Advertising solution targeting small enterprises.,93.45,1,0.15,0.15,0.15,0.15,0.15,6.63,93.45,Very Strong Potential
XiSystems93,Education,Direct Sales,Medium,712687,4,15,A cutting-edge Direct Sales service targeting medium enterprises.,94.82,1,0.0,0.0,0.0,0.0,0.0,4.52,94.82,Very Strong Potential
ChiCeleste57,Technology,Subscription,Small,29995,5,2,An AI-powered Subscription solution serving small market needs.,93.91,1,0.0,0.0,0.0,0.0,0.0,5.15,93.91,Very Strong Potential
NovaWorks49,Finance,Advertising,Large,640012,6,28,An innovative Advertising platform targeting large enterprises.,93.34,1,1.17,1.17,1.17,1.17,1.17,7.25,93.34,Very Strong Potential
ThetaData72,Finance,SaaS,Large,154590,20,5,A cloud-based SaaS toolkit serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.38,95.0,Very Strong Potential
VibeGroup16,Entertainment,C2C,Medium,149809,20,14,An AI-powered C2C ecosystem serving medium market needs.,93.95,1,0.0,0.0,0.0,0.0,0.0,5.65,93.95,Very Strong Potential
ChiWave33,Technology,Direct Sales,Large,487748,2,4,A cloud-based Direct Sales service targeting large enterprises.,94.88,1,0.0,0.0,0.0,0.0,0.0,4.37,94.88,Very Strong Potential
VirtuFlow38,Manufacturing,Marketplace,Medium,479539,20,7,A next-generation Marketplace platform targeting medium enterprises.,95.0,1,1.67,1.67,1.67,1.67,1.67,5.83,95.0,Very Strong Potential
LambdaWorks31,Healthcare,Advertising,Small,73173,3,23,A data-driven Advertising ecosystem targeting small enterprises.,95.0,1,0.29,0.29,0.29,0.29,0.29,5.14,95.0,Very Strong Potential
EpsilonInnovations91,Technology,Advertising,Large,522409,12,11,A blockchain-enabled Advertising platform targeting large enterprises.,94.28,1,0.38,0.38,0.38,0.38,0.38,5.92,94.28,Very Strong Potential
ThetaCeleste36,E-commerce,B2C,Medium,388707,49,15,A mobile-first B2C toolkit serving medium market needs.,93.57,1,1.56,1.56,1.56,1.56,1.56,7.21,93.57,Very Strong Potential
NuWorks50,Technology,B2B,Medium,3935222,12,11,A cloud-based B2B solution targeting medium enterprises.,94.59,1,1.74,1.74,1.74,1.74,1.74,6.28,94.59,Very Strong Potential
IotaKinetic93,Finance,Freemium,Medium,1367810,31,5,A next-generation Freemium toolkit targeting medium enterprises.,93.44,1,0.0,0.0,0.0,0.0,0.0,6.55,93.44,Very Strong Potential
QuartzAnalytics84,Technology,Advertising,Small,3307108,12,15,A blockchain-enabled Advertising toolkit targeting small enterprises.,92.91,1,0.0,0.0,0.0,0.0,0.0,6.89,92.91,Very Strong Potential
QuartzDynamics42,E-commerce,Franchise,Small,511213,10,25,A mobile-first Franchise infrastructure serving small market needs.,95.0,1,1.2,1.2,1.2,1.2,1.2,5.6,95.0,Very Strong Potential
EtaInnovations99,Finance,Marketplace,Small,203916,92,13,A mobile-first Marketplace service serving small market needs.,93.72,1,1.31,1.31,1.31,1.31,1.31,6.93,93.72,Very Strong Potential
AstraVentures89,Entertainment,B2B,Small,12936,5,4,A mobile-first B2B platform targeting small enterprises.,95.0,1,0.35,0.35,0.35,0.35,0.35,5.17,95.0,Very Strong Potential
NovaZephyr39,Technology,Direct Sales,Small,567428,3,12,A cloud-based Direct Sales solution serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.23,95.0,Very Strong Potential
BetaVentures40,Technology,Subscription,Small,198714,14,1,An AI-powered Subscription infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.51,95.0,Very Strong Potential
PiAnalytics45,E-commerce,B2B,Small,19663,11,3,An AI-powered B2B solution targeting small enterprises.,94.97,1,0.09,0.09,0.09,0.09,0.09,5.08,94.97,Very Strong Potential
PsiData40,Healthcare,Franchise,Large,147799,86,9,A cloud-based Franchise toolkit targeting large enterprises.,92.94,1,1.88,1.88,1.88,1.88,1.88,8.01,92.94,Very Strong Potential
EmeraldPartners31,Real Estate,Advertising,Medium,77380,16,40,An innovative Advertising toolkit targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.55,95.0,Very Strong Potential
DeltaData36,Healthcare,B2C,Medium,919989,436,8,A mobile-first B2C toolkit targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.27,95.0,Very Strong Potential
OmicronWorks42,Finance,B2B,Medium,211767,9,3,A data-driven B2B ecosystem serving medium market needs.,95.0,1,1.63,1.63,1.63,1.63,1.63,5.81,95.0,Very Strong Potential
EtaVentures58,Finance,Advertising,Small,746912,8,8,A data-driven Advertising ecosystem serving small market needs.,93.71,1,0.0,0.0,0.0,0.0,0.0,5.48,93.71,Very Strong Potential
AlphaDynamics35,Technology,B2B,Medium,344848,4,10,A next-generation B2B solution targeting medium enterprises.,93.76,1,0.0,0.0,0.0,0.0,0.0,5.73,93.76,Very Strong Potential
ThetaFlow13,Finance,Direct Sales,Medium,54122,17,5,A blockchain-enabled Direct Sales ecosystem targeting medium enterprises.,95.0,1,0.18,0.18,0.18,0.18,0.18,5.09,95.0,Very Strong Potential
VirtuFlow11,Healthcare,Subscription,Large,175931,8,2,A mobile-first Subscription service targeting large enterprises.,94.24,1,0.35,0.35,0.35,0.35,0.35,5.94,94.24,Very Strong Potential
IotaCore40,Entertainment,Subscription,Small,140334,19,9,A cutting-edge Subscription toolkit serving small market needs.,92.82,1,0.0,0.0,0.0,0.0,0.0,7.04,92.82,Very Strong Potential
VistaWorks21,Healthcare,Franchise,Large,46151,20,2,A data-driven Franchise service targeting large enterprises.,95.0,1,1.04,1.04,1.04,1.04,1.04,5.52,95.0,Very Strong Potential
ZenKinetic81,Finance,B2C,Large,92089,5,7,A next-generation B2C infrastructure targeting large enterprises.,93.15,1,0.24,0.24,0.24,0.24,0.24,6.98,93.15,Very Strong Potential
TauZephyr14,Healthcare,Direct Sales,Small,12142,15,11,A cutting-edge Direct Sales solution serving small market needs.,94.15,1,0.0,0.0,0.0,0.0,0.0,5.49,94.15,Very Strong Potential
VirtuCapital95,Retail,Advertising,Large,388724,19,24,A cloud-based Advertising toolkit serving large market needs.,94.13,1,0.0,0.0,0.0,0.0,0.0,4.94,94.13,Very Strong Potential
RhoLabs67,Retail,Direct Sales,Small,135776,1,5,A next-generation Direct Sales toolkit serving small market needs.,95.0,1,1.45,1.45,1.45,1.45,1.45,5.72,95.0,Very Strong Potential
SigmaWorks82,Healthcare,B2G,Medium,133939,25,8,A data-driven B2G service targeting medium enterprises.,92.59,1,0.0,0.0,0.0,0.0,0.0,6.83,92.59,Very Strong Potential
NuLabs76,Finance,Direct Sales,Medium,245795,32,13,A next-generation Direct Sales solution serving medium market needs.,94.54,1,0.0,0.0,0.0,0.0,0.0,4.6,94.54,Very Strong Potential
PulseLabs54,Manufacturing,B2C,Medium,359432,41,2,A cloud-based B2C solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.23,95.0,Very Strong Potential
ApexVentures71,Healthcare,Franchise,Small,20199,97,5,An innovative Franchise platform targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.9,95.0,Very Strong Potential
SigmaCeleste35,Healthcare,Marketplace,Medium,49453,41,14,A cloud-based Marketplace solution targeting medium enterprises.,95.0,1,0.5,0.5,0.5,0.5,0.5,5.25,95.0,Very Strong Potential
LighthouseCloud25,Transportation,Franchise,Large,520437,4,5,A data-driven Franchise solution targeting large enterprises.,93.02,1,0.0,0.0,0.0,0.0,0.0,6.09,93.02,Very Strong Potential
PhiInnovations13,Retail,Subscription,Small,108870,6,15,An AI-powered Subscription ecosystem targeting small enterprises.,95.0,1,1.92,1.92,1.92,1.92,1.92,5.96,95.0,Very Strong Potential
IlluminateCore32,Retail,Subscription,Small,286093,5,6,A mobile-first Subscription platform serving small market needs.,95.0,1,1.6,1.6,1.6,1.6,1.6,5.8,95.0,Very Strong Potential
QuartzFlow95,E-commerce,Subscription,Small,22316,2,3,A mobile-first Subscription solution targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.71,95.0,Very Strong Potential
PhiSolutions21,Healthcare,Direct Sales,Large,1928831,4,4,An innovative Direct Sales service targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.22,95.0,Very Strong Potential
XenonGroup38,Healthcare,Franchise,Large,150867,4,3,A cloud-based Franchise platform serving large market needs.,95.0,1,1.94,1.94,1.94,1.94,1.94,5.97,95.0,Very Strong Potential
LuminaLabs58,E-commerce,Marketplace,Small,15491,1,5,A cutting-edge Marketplace ecosystem serving small market needs.,93.67,1,1.65,1.65,1.65,1.65,1.65,7.15,93.67,Very Strong Potential
PhiSolutions41,E-commerce,Franchise,Small,400328,3,4,A mobile-first Franchise toolkit serving small market needs.,95.0,1,1.65,1.65,1.65,1.65,1.65,5.83,95.0,Very Strong Potential
ZetaKinetic23,Healthcare,SaaS,Small,815079,13,2,A data-driven SaaS solution targeting small enterprises.,95.0,1,0.67,0.67,0.67,0.67,0.67,5.33,95.0,Very Strong Potential
OmicronCapital73,E-commerce,Advertising,Medium,793123,10,0,A blockchain-enabled Advertising platform targeting medium enterprises.,94.55,1,0.0,0.0,0.0,0.0,0.0,4.83,94.55,Very Strong Potential
ChiSolutions48,Finance,Subscription,Small,39967,27,4,An innovative Subscription infrastructure serving small market needs.,95.0,1,1.16,1.16,1.16,1.16,1.16,5.58,95.0,Very Strong Potential
GravitasInnovations23,Food & Beverage,B2C,Medium,544956,9,2,An innovative B2C platform serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.48,95.0,Very Strong Potential
RhoAnalytics10,E-commerce,B2B,Medium,206154,11,15,A blockchain-enabled B2B ecosystem serving medium market needs.,94.07,1,0.97,0.97,0.97,0.97,0.97,6.42,94.07,Very Strong Potential
LambdaTech29,Energy,B2B,Medium,147849,3,6,An innovative B2B toolkit targeting medium enterprises.,94.91,1,0.67,0.67,0.67,0.67,0.67,5.43,94.91,Very Strong Potential
OmegaCore66,E-commerce,B2C,Small,58721,2,17,A next-generation B2C platform targeting small enterprises.,94.67,1,1.04,1.04,1.04,1.04,1.04,5.85,94.67,Very Strong Potential
ZenSolutions50,Healthcare,Direct Sales,Small,6280893,3,12,An innovative Direct Sales toolkit serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.87,95.0,Very Strong Potential
ThetaInnovations44,Technology,Subscription,Medium,2003970,22,6,A next-generation Subscription platform serving medium market needs.,95.0,1,0.58,0.58,0.58,0.58,0.58,5.29,95.0,Very Strong Potential
IlluminateSolutions46,Food & Beverage,Direct Sales,Small,15186214,16,9,A cloud-based Direct Sales service targeting small enterprises.,95.0,1,1.54,1.54,1.54,1.54,1.54,5.77,95.0,Very Strong Potential
RhoZephyr58,Retail,Franchise,Medium,50766,5,2,A cutting-edge Franchise platform serving medium market needs.,93.86,1,1.2,1.2,1.2,1.2,1.2,6.74,93.86,Very Strong Potential
KappaGroup54,Finance,Direct Sales,Medium,824813,38,6,An AI-powered Direct Sales ecosystem targeting medium enterprises.,93.43,1,0.64,0.64,0.64,0.64,0.64,6.89,93.43,Very Strong Potential
GammaAnalytics54,Education,Marketplace,Small,263585,4,5,A mobile-first Marketplace ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.03,95.0,Very Strong Potential
GammaPartners23,Technology,B2C,Medium,779661,82,24,A cloud-based B2C solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.44,95.0,Very Strong Potential
NuAnalytics64,Healthcare,C2C,Small,517560,12,9,A next-generation C2C service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.23,95.0,Very Strong Potential
LuminaVentures54,Technology,Subscription,Small,56730,17,2,A blockchain-enabled Subscription service serving small market needs.,94.14,1,0.03,0.03,0.03,0.03,0.03,5.87,94.14,Very Strong Potential
VibePartners95,E-commerce,Advertising,Small,426577,5,2,A next-generation Advertising platform serving small market needs.,92.89,1,0.0,0.0,0.0,0.0,0.0,6.54,92.89,Very Strong Potential
ApexVentures24,Entertainment,Direct Sales,Medium,828701,11,3,A blockchain-enabled Direct Sales solution serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.37,95.0,Very Strong Potential
EtaData87,Healthcare,SaaS,Large,770582,2,15,A next-generation SaaS solution targeting large enterprises.,94.46,1,1.42,1.42,1.42,1.42,1.42,6.25,94.46,Very Strong Potential
VistaPartners79,Technology,Marketplace,Medium,3508164,28,5,A data-driven Marketplace solution serving medium market needs.,92.71,1,0.0,0.0,0.0,0.0,0.0,7.23,92.71,Very Strong Potential
PsiZephyr91,Finance,B2C,Large,39874,1,4,An innovative B2C infrastructure targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.24,95.0,Very Strong Potential
AstraSystems79,Finance,Subscription,Small,107725,15,3,A cloud-based Subscription toolkit serving small market needs.,93.71,1,0.96,0.96,0.96,0.96,0.96,6.78,93.71,Very Strong Potential
ChiKinetic22,Technology,Freemium,Medium,456419,32,1,A data-driven Freemium toolkit serving medium market needs.,95.0,1,1.43,1.43,1.43,1.43,1.43,5.71,95.0,Very Strong Potential
ChiGroup58,Technology,B2B,Medium,21029,2,33,A mobile-first B2B infrastructure serving medium market needs.,93.75,1,0.0,0.0,0.0,0.0,0.0,5.64,93.75,Very Strong Potential
NexusData84,E-commerce,Freemium,Small,53907,24,29,A cutting-edge Freemium platform targeting small enterprises.,93.46,1,1.31,1.31,1.31,1.31,1.31,7.19,93.46,Very Strong Potential
AlphaAI82,Healthcare,Direct Sales,Large,25485,6,14,A data-driven Direct Sales platform serving large market needs.,93.81,1,0.51,0.51,0.51,0.51,0.51,6.44,93.81,Very Strong Potential
PiFlow90,Healthcare,Advertising,Large,112406,35,23,An AI-powered Advertising solution serving large market needs.,94.35,1,0.0,0.0,0.0,0.0,0.0,5.24,94.35,Very Strong Potential
PhiCore10,Real Estate,Subscription,Medium,70737,12,1,An AI-powered Subscription ecosystem targeting medium enterprises.,95.0,1,1.63,1.63,1.63,1.63,1.63,5.81,95.0,Very Strong Potential
EpsilonWave61,Manufacturing,B2B,Large,1140762,15,10,A data-driven B2B platform serving large market needs.,93.09,1,0.0,0.0,0.0,0.0,0.0,6.54,93.09,Very Strong Potential
SparkKinetic26,E-commerce,Freemium,Small,168257,5,3,A blockchain-enabled Freemium infrastructure targeting small enterprises.,93.47,1,0.0,0.0,0.0,0.0,0.0,6.24,93.47,Very Strong Potential
OmicronPartners76,Technology,B2G,Medium,541237,74,27,A mobile-first B2G toolkit targeting medium enterprises.,93.65,1,0.0,0.0,0.0,0.0,0.0,5.55,93.65,Very Strong Potential
XiAI39,E-commerce,B2G,Small,12641,44,5,An innovative B2G platform targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.31,95.0,Very Strong Potential
ZenCeleste33,Healthcare,Marketplace,Medium,178328,13,15,A data-driven Marketplace infrastructure targeting medium enterprises.,95.0,1,1.14,1.14,1.14,1.14,1.14,5.57,95.0,Very Strong Potential
GammaSystems44,Manufacturing,Subscription,Medium,68566,49,4,An innovative Subscription service serving medium market needs.,94.72,1,0.0,0.0,0.0,0.0,0.0,4.53,94.72,Very Strong Potential
OmicronFlow63,Education,Subscription,Medium,14316,4,0,A cloud-based Subscription solution targeting medium enterprises.,92.56,1,0.0,0.0,0.0,0.0,0.0,7.03,92.56,Very Strong Potential
QuantumSync56,E-commerce,Direct Sales,Small,87424,15,20,A mobile-first Direct Sales solution targeting small enterprises.,92.66,1,0.0,0.0,0.0,0.0,0.0,7.24,92.66,Very Strong Potential
OmicronCeleste22,Energy,B2C,Large,57110,18,4,A data-driven B2C platform serving large market needs.,95.0,1,1.1,1.1,1.1,1.1,1.1,5.55,95.0,Very Strong Potential
PsiTech78,Healthcare,B2G,Small,199565,7,37,An innovative B2G infrastructure targeting small enterprises.,94.72,1,1.63,1.63,1.63,1.63,1.63,6.09,94.72,Very Strong Potential
LuminaWorks72,Healthcare,Subscription,Medium,742826,13,7,A data-driven Subscription solution targeting medium enterprises.,94.38,1,1.54,1.54,1.54,1.54,1.54,6.39,94.38,Very Strong Potential
EtaDynamics89,Finance,B2C,Medium,832060,2,4,A cutting-edge B2C platform serving medium market needs.,92.7,1,0.0,0.0,0.0,0.0,0.0,7.26,92.7,Very Strong Potential
VibeWave22,Technology,Marketplace,Medium,487754,25,0,A cutting-edge Marketplace service serving medium market needs.,94.33,1,0.0,0.0,0.0,0.0,0.0,5.35,94.33,Very Strong Potential
RhoVentures22,E-commerce,Franchise,Large,95632,5,4,An innovative Franchise platform targeting large enterprises.,93.41,1,0.0,0.0,0.0,0.0,0.0,6.54,93.41,Very Strong Potential
QuartzSolutions73,E-commerce,Advertising,Medium,171214,18,40,An innovative Advertising ecosystem targeting medium enterprises.,93.78,1,1.56,1.56,1.56,1.56,1.56,7.0,93.78,Very Strong Potential
IotaInnovations28,Transportation,SaaS,Medium,123988,19,3,A mobile-first SaaS toolkit targeting medium enterprises.,95.0,1,1.14,1.14,1.14,1.14,1.14,5.57,95.0,Very Strong Potential
SonicSolutions22,Healthcare,Marketplace,Small,206658,2,15,An AI-powered Marketplace infrastructure serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.58,95.0,Very Strong Potential
QuartzLabs51,Finance,B2G,Medium,287848,5,23,An AI-powered B2G solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.57,95.0,Very Strong Potential
LighthouseData49,Technology,B2B,Medium,30517337,26,14,A data-driven B2B infrastructure targeting medium enterprises.,94.46,1,0.0,0.0,0.0,0.0,0.0,4.98,94.46,Very Strong Potential
OmegaCapital33,Technology,C2C,Large,18009,4,2,A next-generation C2C toolkit targeting large enterprises.,93.93,1,0.0,0.0,0.0,0.0,0.0,5.27,93.93,Very Strong Potential
EpsilonInnovations90,Healthcare,SaaS,Medium,282728,97,8,A blockchain-enabled SaaS ecosystem serving medium market needs.,94.44,1,0.0,0.0,0.0,0.0,0.0,4.99,94.44,Very Strong Potential
AstraDynamics80,E-commerce,Freemium,Small,15940,12,7,A cloud-based Freemium service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.82,95.0,Very Strong Potential
NexusCapital32,Technology,Freemium,Medium,17580360,28,9,A next-generation Freemium ecosystem serving medium market needs.,95.0,1,0.44,0.44,0.44,0.44,0.44,5.22,95.0,Very Strong Potential
ApexWorks62,Retail,Franchise,Medium,29828,91,0,A blockchain-enabled Franchise toolkit targeting medium enterprises.,94.07,1,0.0,0.0,0.0,0.0,0.0,5.08,94.07,Very Strong Potential
MuGroup85,Finance,Marketplace,Large,402124,4,8,A cutting-edge Marketplace infrastructure serving large market needs.,93.74,1,0.0,0.0,0.0,0.0,0.0,6.11,93.74,Very Strong Potential
AstraAI22,Finance,Subscription,Medium,744577,37,0,A cutting-edge Subscription platform serving medium market needs.,94.7,1,1.9,1.9,1.9,1.9,1.9,6.25,94.7,Very Strong Potential
LambdaVentures57,E-commerce,C2C,Small,2434868,1,6,An AI-powered C2C service targeting small enterprises.,93.36,1,0.72,0.72,0.72,0.72,0.72,7.0,93.36,Very Strong Potential
ThetaSolutions25,Food & Beverage,Franchise,Medium,659615,330,3,A cutting-edge Franchise ecosystem targeting medium enterprises.,95.0,1,0.82,0.82,0.82,0.82,0.82,5.41,95.0,Very Strong Potential
AstraFlow66,Manufacturing,Subscription,Medium,64344,15,6,An AI-powered Subscription ecosystem targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.85,95.0,Very Strong Potential
OmegaCeleste15,Technology,B2C,Large,166808,16,13,A cloud-based B2C toolkit targeting large enterprises.,93.1,1,0.29,0.29,0.29,0.29,0.29,7.05,93.1,Very Strong Potential
KappaKinetic78,Healthcare,B2G,Large,12265,3,1,An innovative B2G toolkit serving large market needs.,95.0,1,0.1,0.1,0.1,0.1,0.1,5.05,95.0,Very Strong Potential
SparkCapital21,Technology,B2B,Medium,120171,17,0,A blockchain-enabled B2B toolkit serving medium market needs.,92.62,1,0.0,0.0,0.0,0.0,0.0,7.25,92.62,Very Strong Potential
UpsilonCore21,Technology,B2B,Medium,82329,5,15,A mobile-first B2B solution targeting medium enterprises.,94.53,1,1.92,1.92,1.92,1.92,1.92,6.43,94.53,Very Strong Potential
IlluminateZephyr99,Technology,SaaS,Large,208467,20,6,A next-generation SaaS service targeting large enterprises.,95.0,1,0.7,0.7,0.7,0.7,0.7,5.35,95.0,Very Strong Potential
LambdaCapital58,Technology,C2C,Medium,11745970,4,5,An AI-powered C2C platform serving medium market needs.,93.76,1,0.0,0.0,0.0,0.0,0.0,6.05,93.76,Very Strong Potential
LighthouseSync27,E-commerce,Franchise,Small,132934,5,8,A data-driven Franchise solution targeting small enterprises.,95.0,1,0.98,0.98,0.98,0.98,0.98,5.49,95.0,Very Strong Potential
PsiAnalytics37,Retail,Advertising,Medium,89223,95,5,A mobile-first Advertising infrastructure serving medium market needs.,94.6,1,0.0,0.0,0.0,0.0,0.0,4.56,94.6,Very Strong Potential
NexusVentures22,Finance,B2G,Small,429532,35,5,An AI-powered B2G service targeting small enterprises.,93.94,1,1.29,1.29,1.29,1.29,1.29,6.7,93.94,Very Strong Potential
ChiCapital24,Finance,B2G,Large,54837,15,4,An AI-powered B2G toolkit targeting large enterprises.,94.93,1,0.0,0.0,0.0,0.0,0.0,5.0,94.93,Very Strong Potential
VibeSystems78,Real Estate,Direct Sales,Medium,68091,68,2,A mobile-first Direct Sales infrastructure targeting medium enterprises.,93.92,1,0.0,0.0,0.0,0.0,0.0,5.67,93.92,Very Strong Potential
EmeraldKinetic61,Food & Beverage,Subscription,Small,113140,3,12,An AI-powered Subscription toolkit targeting small enterprises.,95.0,1,1.65,1.65,1.65,1.65,1.65,5.83,95.0,Very Strong Potential
TauSync75,Technology,B2B,Medium,221968,42,14,An AI-powered B2B ecosystem serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.84,95.0,Very Strong Potential
ZenTech95,Finance,SaaS,Medium,786927,2,4,A cutting-edge SaaS toolkit serving medium market needs.,93.0,1,0.0,0.0,0.0,0.0,0.0,6.82,93.0,Very Strong Potential
ZetaSolutions78,Finance,Advertising,Small,51736,48,14,A next-generation Advertising service targeting small enterprises.,95.0,1,0.8,0.8,0.8,0.8,0.8,5.4,95.0,Very Strong Potential
LambdaCapital56,Finance,C2C,Large,2036450,17,2,A blockchain-enabled C2C toolkit targeting large enterprises.,93.32,1,0.0,0.0,0.0,0.0,0.0,6.54,93.32,Very Strong Potential
IotaGroup80,Education,Marketplace,Medium,73589,23,13,A blockchain-enabled Marketplace infrastructure serving medium market needs.,94.21,1,0.97,0.97,0.97,0.97,0.97,6.27,94.21,Very Strong Potential
IotaCapital57,E-commerce,Advertising,Medium,11515,28,11,A data-driven Advertising ecosystem targeting medium enterprises.,95.0,1,1.08,1.08,1.08,1.08,1.08,5.54,95.0,Very Strong Potential
IlluminateLabs40,Healthcare,SaaS,Small,10543,13,3,An innovative SaaS infrastructure targeting small enterprises.,93.65,1,0.74,0.74,0.74,0.74,0.74,6.72,93.65,Very Strong Potential
XiLabs52,Technology,Freemium,Medium,14181,44,6,A data-driven Freemium infrastructure serving medium market needs.,93.61,1,1.56,1.56,1.56,1.56,1.56,7.17,93.61,Very Strong Potential
PsiLabs89,Healthcare,B2G,Medium,108778,14,1,An innovative B2G infrastructure serving medium market needs.,92.51,1,1.31,1.31,1.31,1.31,1.31,8.15,92.51,Very Strong Potential
ZetaCeleste79,Manufacturing,Franchise,Small,422658,10,1,A blockchain-enabled Franchise service targeting small enterprises.,94.5,1,1.76,1.76,1.76,1.76,1.76,6.38,94.5,Very Strong Potential
PulseDynamics14,Energy,Marketplace,Medium,274071,47,13,A blockchain-enabled Marketplace solution serving medium market needs.,93.76,1,0.42,0.42,0.42,0.42,0.42,6.45,93.76,Very Strong Potential
VistaCloud72,Finance,B2C,Small,686303,17,3,A blockchain-enabled B2C ecosystem targeting small enterprises.,92.59,1,0.0,0.0,0.0,0.0,0.0,7.29,92.59,Very Strong Potential
TrekSolutions72,Energy,Subscription,Small,138380,17,4,An innovative Subscription service serving small market needs.,93.9,1,0.53,0.53,0.53,0.53,0.53,6.37,93.9,Very Strong Potential
EmeraldLabs11,Technology,Marketplace,Medium,668955,19,6,A mobile-first Marketplace platform serving medium market needs.,95.0,1,1.26,1.26,1.26,1.26,1.26,5.63,95.0,Very Strong Potential
QuantumCapital30,Education,Subscription,Large,67525,23,12,A blockchain-enabled Subscription toolkit targeting large enterprises.,94.1,1,1.74,1.74,1.74,1.74,1.74,6.77,94.1,Very Strong Potential
GammaKinetic87,E-commerce,Marketplace,Small,13608750,20,28,A cutting-edge Marketplace infrastructure targeting small enterprises.,93.57,1,0.98,0.98,0.98,0.98,0.98,6.92,93.57,Very Strong Potential
QuantumInnovations60,Finance,Direct Sales,Medium,151739,1,5,An AI-powered Direct Sales solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.92,95.0,Very Strong Potential
VertexSync79,Technology,C2C,Large,80759,4,3,A cloud-based C2C solution targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.88,95.0,Very Strong Potential
IotaData59,E-commerce,Franchise,Medium,649956,3,5,A mobile-first Franchise platform serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.99,95.0,Very Strong Potential
OmicronCore42,Healthcare,Freemium,Medium,102251,44,31,A cloud-based Freemium solution serving medium market needs.,95.0,1,1.97,1.97,1.97,1.97,1.97,5.99,95.0,Very Strong Potential
EmeraldSolutions66,Technology,Subscription,Medium,51839,11,3,A mobile-first Subscription toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.41,95.0,Very Strong Potential
VirtuCapital23,Retail,B2C,Small,201011,3,11,A blockchain-enabled B2C service targeting small enterprises.,94.81,1,0.0,0.0,0.0,0.0,0.0,5.06,94.81,Very Strong Potential
ChiTech50,Technology,Franchise,Medium,496918,15,4,A next-generation Franchise solution serving medium market needs.,95.0,1,1.07,1.07,1.07,1.07,1.07,5.53,95.0,Very Strong Potential
XenonTech28,Education,Direct Sales,Medium,344096,84,10,A next-generation Direct Sales solution targeting medium enterprises.,93.24,1,0.0,0.0,0.0,0.0,0.0,6.56,93.24,Very Strong Potential
LambdaSystems20,Healthcare,Freemium,Medium,155348,4,15,A cutting-edge Freemium solution serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.43,95.0,Very Strong Potential
DeltaWave93,Technology,B2C,Small,663511,5,10,A data-driven B2C toolkit serving small market needs.,93.95,1,0.0,0.0,0.0,0.0,0.0,5.87,93.95,Very Strong Potential
EmeraldGroup20,Healthcare,Direct Sales,Small,499408,35,0,A cutting-edge Direct Sales ecosystem targeting small enterprises.,94.45,1,0.15,0.15,0.15,0.15,0.15,5.63,94.45,Very Strong Potential
